Player_ID,Year,Achievements,CoachName
KM-89-YXAC,2013,,Casey Conway
KR-51-CACQ,2013,,Kyle Joyce
SD-86-YRUA,2013,,Angela Golden
IE-58-HOPB,2013,,Teresa Smith
UZ-66-SKMG,2013,,Victor Garcia
MZ-39-OAFJ,2013,,Dennis Scott
PS-45-IOXW,2013,,Michelle Moran
BD-82-HULJ,2013,,Rebecca Garcia
UG-35-LJYE,2013,,Angela Herrera
EC-11-PQJJ,2013,,Matthew Nelson
ET-82-RYEI,2013,,Penny Glass
HT-58-MYDR,2013,,Benjamin Thompson
BR-70-IPNJ,2013,,Michele Johnson
TD-03-YBTE,2013,,Mary Hicks
MN-13-NZOU,2013,,Jordan Gonzalez
ET-81-DAXI,2013,,Jonathan Schultz
AR-69-BRKM,2013,,Lauren Warren
BR-52-SHSR,2013,,Dan Logan
NG-11-QBLK,2013,,Joshua Bautista
MT-49-BFEH,2013,,Hector Brady
BH-55-MEHD,2013,,Beth Thompson
CU-30-WQEY,2013,,Grant Edwards
KZ-48-DKIA,2013,,Harry Moore II
PK-60-FVUL,2013,,Amber King
TO-03-HIYT,2013,,Joseph Beltran
SI-08-CEJK,2013,,Erin Ortiz
GH-62-FFUD,2013,,Sylvia Burns
AU-20-YOXZ,2013,,Jason Ross
VC-84-ATSV,2013,,Charles Barrera
AM-70-NOWB,2013,,Joshua Ramirez
BZ-95-MPFN,2013,,Samantha Jones
BJ-11-KZYN,2013,,Brenda Fletcher
MD-44-IZGY,2013,,Kendra Morse
AR-18-VPBP,2013,,Thomas Howard
TG-20-DTSM,2013,,Steven Terry
BG-11-LAOM,2013,,Crystal Garcia
UA-86-WFYS,2013,,Jesse Estes
FI-72-AKRM,2013,,Lisa Moore MD
MC-66-WXWW,2013,,Angela Foster
NE-33-NJWK,2013,,Shannon Hill
MM-91-VQZW,2013,,Anna Simmons
GB-66-PTAS,2013,,Mr. Michael Johnson
TV-44-ECLZ,2013,"Runner-Up of Smith-Carrillo Chess Tournament, 2013 | ",Christopher Stevens
LV-35-BIGE,2013,,Sandra Jackson
AZ-48-YPXQ,2013,,Matthew James
GD-55-PKIA,2013,,Michael Fisher
GQ-30-OMVO,2013,,Philip Perry
BS-69-OHCZ,2013,,Peggy Smith
OM-90-PCTD,2013,,Justin Johnson
MN-55-FJVX,2013,,Lindsay Perez
OM-54-INFS,2013,,Brandi Morton
BO-74-YNMW,2013,,Logan Johnson
LY-38-VEYO,2013,,Joshua Price
MZ-55-UHWU,2013,,Timothy Webb
DZ-12-HMOB,2013,,James Rojas
SK-22-FSOO,2013,,Maria Holland
GE-44-JART,2013,,Kevin Mckay
TL-64-UELM,2013,,Molly Bryant
SL-73-ITOC,2013,,Larry Harrington
KR-99-XTAX,2013,,Mr. Kevin West
FR-98-VYNX,2013,,Mary Morrison
BO-83-YXOQ,2013,,Gloria Jones
SV-02-YOYK,2013,,Anthony Martinez
KP-92-WHHD,2013,,Lauren Jackson
UA-56-FYJV,2013,,Angela Bowers
SK-78-VGQZ,2013,,Sydney Burns
BO-38-DLRD,2013,,Julie Martin
AF-44-KUNV,2013,,Ruben Bradley
VC-66-ZKRK,2013,,David Hall
CV-80-HYUU,2013,,Regina Webb
HR-05-OQZT,2013,,Lisa Hester
NO-65-LJMU,2013,,Joseph Martin
SD-28-QOIB,2013,,Natalie Gonzalez
MA-93-JTIO,2013,,Tonya Bell
NR-83-KYNS,2013,,Stephanie Peters
PE-10-NYQC,2013,,Lisa Dixon
SY-24-YDRN,2013,,Tracie Arnold
AG-73-JFQO,2013,,Teresa Castillo
BD-72-HBHB,2013,,Stacey Hart
IQ-52-KYWH,2013,,Angela Atkins
LV-97-QEBJ,2013,,David Simpson
MC-75-BFNL,2013,,Elizabeth Castillo
TD-51-VHOV,2013,,Ann Huff
EG-11-QKGR,2013,,Jessica Pearson
ET-88-RURP,2013,,John Tucker
KP-50-GFFB,2013,,Michelle Griffin
GB-34-STTL,2013,,Shane Gutierrez
SK-09-GCBI,2013,,Eric Richardson
AT-66-SBYR,2013,,Julie Bell
AZ-28-VWCU,2013,,Jose Browning
LB-64-CXVT,2013,,Cheyenne Hooper
NR-40-KDUK,2013,,Elizabeth Berg
BO-68-EFHI,2013,,Kimberly Lambert
IQ-21-JHQB,2013,,Sarah Jones
KN-14-NJRD,2013,,Peter Anderson
MN-71-ZIHI,2013,,Mariah Roberts
LC-92-ILTW,2013,,Rebecca Moyer
TR-93-PYMU,2013,,Christopher Patel
RO-90-SLPJ,2013,,Samuel Patterson
SR-04-SDLE,2013,,Barbara Cowan
KH-93-CGIX,2013,,Jacqueline Porter
WS-66-LTGD,2013,,Alyssa Moore
LV-93-GSSH,2013,,Matthew Ray
MD-51-GMWM,2013,,Richard Ruiz
KZ-86-NZJT,2013,,Rachael Harris
HR-70-SOGO,2013,,David Olsen
NL-89-FZJU,2013,,Susan Neal
VC-22-CPXA,2013,,Alan Bates
JP-52-ZIZP,2013,,Kristen Mercer DDS
US-54-RYVT,2013,,Amy White
RU-32-XPJU,2013,,Michael Bennett
ML-19-EUVU,2013,,Brett Johnson
SR-95-JEFV,2013,,Patricia Schneider
NR-41-BBOC,2013,,David Jensen
RW-90-WHNJ,2013,,Jamie Diaz
MT-20-OITS,2013,,Heather Hayes
LC-66-IISK,2013,,Jeremy Patterson
LY-46-QLPH,2013,,John Mccall
BB-03-HTWI,2013,,Melissa Smith
SI-61-FBZB,2013,,Dwayne Martin
ET-29-QXHS,2013,,Angela Howard
AZ-42-RDAW,2013,,Anthony Shelton
KW-17-NYKL,2013,,Mrs. Karla Fuentes
KN-13-GZZK,2013,,Joshua Ford
EC-55-HLYK,2013,,Lisa Ellis
KW-47-MHMF,2013,,Nathan York
PY-67-EHXG,2013,,Charles Kennedy
NA-07-KQGZ,2013,,Megan Donovan
AM-11-TJUM,2013,,Grace Whitehead
AL-82-QXDP,2013,,Justin Turner
PY-88-EHOZ,2013,,Lauren Figueroa
NO-29-LZEV,2013,,Catherine Shah
TO-08-VNRS,2013,,Cheryl Hill
ST-03-FPUB,2013,,Jill Jones
CL-27-HLLL,2013,,Susan Oconnor
JM-41-IZPA,2013,,Toni Manning
DO-25-CKLW,2013,,Brenda Logan
AU-49-FNHE,2013,,Gregory Morgan
BN-95-HUZI,2013,,Jennifer Hall
WS-69-YHCX,2013,,Aaron Adams
BG-14-XMWQ,2013,,Jill Rhodes
TH-81-FDXQ,2013,,Teresa Taylor
MD-22-IONH,2013,,Michele Martin
US-69-WKPI,2013,,David Ward
HT-39-OQCT,2013,,Keith Woods
GE-02-VTIK,2013,,Rodney Mcdowell DDS
AG-31-STJG,2013,,Todd Johnson
KR-74-KMRZ,2013,,Barbara Smith
PY-15-JEUU,2013,,Michael Christian
TH-87-YIYM,2013,,Nicole Allison
GB-76-MFPK,2013,,Ethan Johnson
BT-58-WGBY,2013,,Kathryn Gonzalez
MA-95-TASQ,2013,,Leah Arnold
GW-76-QGYB,2013,,Mr. Steven Lee
ZA-79-CPEN,2013,,Donald Gray
RU-12-TBEX,2013,,Nicole Barnes DVM
ZA-63-AFKE,2013,,Emily Green
MT-09-HWUI,2013,,Michael Ramos
HN-28-BCEI,2013,,Michael Hale
MC-15-FKYK,2013,,Michael Koch
CF-06-ZEEG,2013,,Victoria Carter
GY-27-KWIC,2013,,Lindsay Underwood
AU-43-EVSH,2013,,Vanessa Santiago
BT-60-DLZF,2013,,Krystal Dixon
LY-44-BKWQ,2013,,Martin Sandoval
EE-70-KMAO,2013,,Linda Wade
HN-54-PLMV,2013,,Charles Torres
IE-98-BOZY,2013,,Brenda Moran
RU-61-OZFH,2013,,Roger Watson
GQ-49-ONFZ,2013,,Roy Castro
SO-86-WGLJ,2013,,Jody Rodriguez
TN-87-MDVU,2013,,Michelle Bailey
GQ-95-NKRZ,2013,,Douglas Wade
UY-74-XSNV,2013,,Michael Gonzalez
EE-84-PFDY,2013,,Courtney Bates
FJ-28-XUNV,2013,,Jamie Marshall
JM-63-ZHHA,2013,,Taylor Le
TN-38-YXXU,2013,,Matthew Martin
EE-21-WQXT,2013,,Robert Dawson
GQ-97-XXWC,2013,,Harold Joyce
SE-57-IQGC,2013,,Mrs. Monica Lee
MW-44-HIYQ,2013,,Kelly Ward
DZ-35-ERQV,2013,,Heather Wyatt
KR-51-RUDU,2013,,Julie Nguyen
LK-75-BGAP,2013,,Michael Wise
CD-05-WIYT,2013,,Angela Carpenter
SV-19-KCVX,2013,,Mr. Adam Smith
VC-44-LZUP,2013,,Jennifer May
MT-21-RVEF,2013,,Michael Haley
RU-70-CGFA,2013,,Matthew Freeman
CZ-50-UUUP,2013,,Courtney Anderson
PL-97-VBGI,2013,,Kimberly Butler
BD-20-VCZK,2013,,Ruth Blackwell
LS-03-PXLG,2013,,Jessica Stanley
US-72-HGBZ,2013,,Jessica Henderson
BN-68-TUGU,2013,,Monique Murray
CV-52-QTQW,2013,,Scott Nunez
CV-58-LGME,2013,,Terry Miller
PL-98-ZDRS,2013,,Andrew Johnson
GD-85-TLEM,2013,,Benjamin Vega
LV-02-CIOJ,2013,,Michelle Smith
SE-35-XBVP,2013,,Brittany Davis
MA-92-EERP,2013,,Gabrielle Robinson
NO-74-DVXP,2013,,Emily Fisher
RW-41-AMAA,2013,,Christopher Phillips
TN-99-QVSB,2013,,John Ward
GD-72-JSYM,2013,,Jason Cooper
PW-01-TFTR,2013,,Jenny Hernandez
NP-34-OIWJ,2013,,Kevin Stewart
IE-38-ZPMH,2013,,Wayne Heath
AT-81-VHUT,2013,,Robert Cunningham
UZ-22-LBLR,2013,,Don Sexton
CV-99-FGNW,2013,,Monica Cantu
VE-41-UZNF,2013,,Amy Martinez
SL-29-QYXZ,2013,,Angela Wells
RO-02-KNLL,2013,,Timothy Farrell
UA-14-LFSU,2013,,Sarah Mendez
MH-61-QXMW,2013,,Michael Anderson
TM-36-BYBD,2013,,Dr. Kevin Hernandez
TH-52-MIRM,2013,,Jacob Ray
PG-69-JLTR,2013,,Robyn Hernandez
NG-85-LFGT,2013,,Andrea Stevens
AZ-06-ZLTN,2013,,Sandra Johnson
BF-99-FCXZ,2013,,Jessica Reynolds
NZ-76-WYEI,2013,,Michael Reid
GQ-75-PQJS,2013,,Thomas Robertson
NI-47-FGTP,2013,,Russell Dixon
GE-47-EWMY,2013,,Emily Melton
SR-76-HTQJ,2013,,Justin Harmon
MC-08-WYZV,2013,,Michael Baldwin
AM-85-GPCI,2013,,Kara Baker
ST-12-WBAR,2013,,Robert Gordon
TT-33-LKOS,2013,,Jennifer Oconnor
IL-67-VJXO,2013,,Joseph Dennis
BJ-03-TSJP,2013,,Kimberly Saunders
ER-47-BIJO,2013,,Carmen Walters
MU-96-ZPYS,2013,,Cheryl Thomas
TR-82-TCRJ,2013,,Jacqueline Johnson
BD-88-NQUT,2013,,Elizabeth Brown
LA-19-GLAU,2013,,Kelly Richard
OM-87-DULZ,2013,,Robert Henry
CM-36-ZQJV,2013,,Christopher Stevenson
LI-93-NCTB,2013,,Mr. Zachary Howe
BH-27-YPJV,2013,,Heather Carroll
PH-90-YDPQ,2013,,Jessica Adams
RU-26-KYLA,2013,,Alan Martinez MD
JM-44-WTYE,2013,,Jonathan Hernandez
AZ-14-HZPJ,2013,,Justin Martinez
TH-96-PQPJ,2013,,Sheryl Bryan
SN-97-BNDU,2013,,Ann Zimmerman
MA-21-WABQ,2013,,Keith Cobb PhD
MH-78-MTLN,2013,,Andres Smith
BT-61-OXWA,2013,,Alyssa Brown
SC-21-WDCH,2013,,Anthony Ford
SK-64-QBBO,2013,,Cynthia Mahoney
LB-66-WQJR,2013,,Thomas Pugh
MZ-21-BDAZ,2013,,April Thompson
VN-18-CKMK,2013,,John Martinez
BR-08-LKMX,2013,,Teresa Gonzales
RS-26-VHDS,2013,,Andrew Reed
KP-72-IYPD,2013,,Tara Murphy
BO-28-UZGW,2013,,Felicia Garrett
SR-81-VWAM,2013,,Cynthia Allen
MY-38-UQSK,2013,,Ashley Roberts
ZW-04-WDPZ,2013,,Bernard Lucas
IR-93-MOTT,2013,,Mr. Matthew Morales
AG-87-HUHM,2013,,Kathleen Hanson
SL-77-EWEW,2013,,Rachel Ellison
MU-24-GWJZ,2013,,Michael Haynes
BS-96-RWEJ,2013,,Brandon Walker
GM-77-PLJG,2013,,Kimberly Strong
DZ-83-XEOT,2013,,Timothy Garcia
TG-64-TZON,2013,,Amber Kennedy
CU-52-WCIE,2013,,Lindsay Lawrence
SG-20-VHRI,2013,,Caroline Chang
PW-73-NYFQ,2013,,Krista Anderson
PG-54-ZYWF,2013,,Brandon Palmer
ER-88-UZYU,2013,,Susan Hudson
GD-19-RYPZ,2013,,Joann Cross
PY-06-YSLX,2013,,Roberto Fuller
MK-27-AOPO,2013,,Andrew White
UG-63-VKPB,2013,,Antonio Mercado
MM-79-JUJB,2013,,Miranda Rodriguez
SD-82-GSZV,2013,,Dean Beard
SR-76-VCJL,2013,,Terry Davis
SZ-13-VQDZ,2013,,Janet Stephenson
BD-02-YJCS,2013,,Deborah Castaneda
IS-75-GTMW,2013,,Carmen Mendez
BA-15-ZIOC,2013,,Joshua Miller
PH-42-UJUG,2013,,Natasha Casey
EC-10-ZKHI,2013,,Jacqueline Garcia
BW-09-MZSZ,2013,,Courtney Edwards
BT-07-MBHK,2013,,Jerry Martin
NP-25-AURH,2013,,Robert Crane
DE-40-NYKM,2013,,Nicholas Reyes
UZ-59-YNFC,2013,,Mary Nash
SN-65-MYMG,2013,,Shawn Mitchell
KR-33-OTSY,2013,,Jonathan Moran
LC-39-QUEV,2013,,Stephen Wade
SK-86-QOOI,2013,,Gary Adkins
UG-72-EDLZ,2013,,Kaylee Dorsey
KH-29-EBUQ,2013,,John Garrison
HR-85-NEHB,2013,,Gary Holt
IS-68-SAWW,2013,,Cody Mcdonald
KE-70-FXOS,2013,,Abigail Harper
VE-48-QATH,2013,,Gregory Harris
AE-32-RYNN,2013,,Nicole Weiss
GN-01-OFEI,2013,,Christine Swanson
PS-11-OCON,2013,,Karen Banks
RS-82-PLRW,2013,,Crystal Lam
MT-73-VWGM,2013,,Stacy Gill
SL-56-SXBW,2013,,Mark Stein
JO-86-FXBR,2013,,Cindy Roach
DM-44-PFLX,2013,,Jeremy Garrett
MG-89-VZHH,2013,,Joseph Thomas
TR-75-YSUV,2013,,Alex Barton
IL-17-ZSLG,2013,,Adam Martinez
TM-03-POTS,2013,,Holly Lee
CG-36-WAUQ,2013,,Joseph Bell
FI-12-AFQP,2013,,Scott Edwards
MN-79-CROX,2013,,Jacob Munoz
SR-90-HBWX,2013,,Taylor Arnold
PY-65-BVHZ,2013,,Robin Conrad
MU-88-UPGX,2013,,John Roberts
ZA-43-RYVF,2013,,Logan Valencia
KE-96-HYIH,2013,,Sara Vaughan
BG-96-BQRJ,2013,,James Gonzales
HU-81-MOLT,2013,,William Martinez
ES-70-NBZP,2013,,Emily Cox
FM-53-RUUH,2013,,Jake Thompson
SZ-14-WINI,2013,,Christina Harris
AO-61-YBRQ,2013,,Stephen Robertson
ZW-12-RGUU,2013,,Renee Wright
BZ-05-NMJK,2013,,Amanda Jones
CO-04-ABZT,2013,,Julia Lewis
SK-40-JPWZ,2013,,Sue Nunez
SE-03-OBTC,2013,,Ashley Miller
KI-01-YBVF,2013,,Mark Jenkins
VE-61-NEFE,2013,,William Mcdaniel
MT-27-KTMV,2013,,Patricia Lee
MV-04-KECN,2013,,Lisa Bryant
MC-66-GJMV,2013,,Anthony Watson
KI-29-BTST,2013,,Joseph Baker
GN-97-UIAF,2013,,Cathy Jackson
KW-39-MJWF,2013,,Brian Aguirre
JP-88-TMYB,2013,,Jennifer Miller
SM-89-COMH,2013,,Michele Davis
AO-60-KNMB,2013,,Susan Myers PhD
AE-04-PCHW,2013,,Robert Diaz
IR-98-OYIY,2013,,Matthew Burton
TN-26-JCUF,2013,,Crystal Winters
JM-41-CRMF,2013,,John Hunt
VU-17-WCWI,2013,,Terry Barnes
BN-17-JUEZ,2013,,Phillip Williams
VN-82-NGQW,2013,,Monica Brown
KH-12-ZRVX,2013,,Kimberly Brooks
QA-27-GFKE,2013,,Brian Williams
BR-17-WKTL,2013,,Michelle Lopez
BO-48-VCOQ,2013,,Laura Hogan
KP-19-NMLI,2013,,Caitlin Meyer
PL-95-DNAC,2013,,Brian Manning
UA-29-ZQRZ,2013,,Marilyn Brown
RW-14-YMFS,2013,,Kyle Norman
BZ-30-QIQG,2013,,Timothy Perry
CG-39-CVLB,2013,,Kelly Hancock
BO-28-QTLT,2013,,Devin Miller
AL-47-MJNI,2013,,Richard Rosales
HU-85-FOWO,2013,,Christopher Holmes
CR-85-LEUU,2013,,Dr. Mark Mason MD
BS-71-XKLW,2013,,Amanda Hutchinson
GN-00-DRHM,2013,,Christopher Stevens
KG-78-HQNB,2013,,Robert Avila PhD
CA-14-JCRH,2013,,Jessica Hoffman
AT-23-VEIS,2013,,Sharon Stevens
NL-57-QGHK,2013,,Miss Jessica Robinson
HN-85-KWJR,2013,,Crystal Meadows
TG-24-SGBD,2013,,Frank King
BW-50-EZCB,2013,,Lisa Foster
PE-51-GZQZ,2013,,Thomas Smith
ZA-19-TXXE,2013,,Mark Lewis
FI-50-XAAK,2013,,Zachary Leach
ZW-74-DXBY,2013,,Caleb Nelson
TM-35-JNGO,2013,,John Watkins
SL-02-WZNK,2013,,Matthew Conway
MC-27-FKKV,2013,,Jaime Romero
TJ-60-ISZX,2013,"Winner of Ryan-Bryan Chess Competition, 2013 | ",Mr. Cameron Davis
KZ-16-XSZD,2013,,Melissa Brown
SM-32-EXUF,2013,,William Edwards
BA-96-BTKS,2013,,Scott Yates
EE-92-QZDK,2013,,John Nguyen
GH-74-GOJT,2013,,Melissa Brown
TD-90-OCEU,2013,,Jason Reid
MG-97-KWIZ,2013,,Timothy Wade
KH-03-KSMG,2013,,Elizabeth Buck
ES-54-OFXP,2013,,Elizabeth Simon
VC-57-BONQ,2013,,Cindy Gray
EC-15-ICLS,2013,,Joshua Huff
IS-13-LJDI,2013,,Cynthia Stokes
ZW-25-KSEE,2013,,Randy Rowe
SV-05-LQZB,2013,,Kyle Howard
ZW-73-DBTR,2013,,Sarah Howard
NZ-48-SNVR,2013,,Jennifer Hopkins
KG-50-FBQC,2013,,Tyler Williams
MX-69-SPDW,2013,,Anthony Stuart
SG-27-YJUK,2013,,Alicia Mcdonald
UG-49-LOXR,2013,,John Williams
TR-02-LFAV,2013,,Daniel Barrett
MY-55-HIVT,2013,,Kevin Peterson
TR-04-MQMX,2013,,Brian Perkins
SN-60-SLUF,2013,,Michelle Jones
HT-60-MMGG,2013,,Gary Diaz
IR-89-URPW,2013,,Brian Johnson
SR-52-WSHW,2013,,Rodney Logan
JP-17-ZJAS,2013,,Jasmine Brown
PH-14-PSIW,2013,,Ann Ellis
BT-58-PUCP,2013,,Rebecca Hart
SC-09-NTCG,2013,,Kimberly Jackson
ZM-19-GPIL,2013,,David Roman
CA-68-CSIV,2013,,Michelle Hernandez
ME-75-CXAJ,2013,,Brandon Nguyen
CV-22-ZKOU,2013,,Ryan Holder
PY-39-NFJB,2013,,Deborah Berger
TT-08-XWTU,2013,,Jeffery Anderson
TM-31-VRUB,2013,,Brian Gonzalez
LI-97-QBWJ,2013,,Michelle Clay
CA-11-ADLM,2013,,Laura Cooper
ZA-33-ZGPL,2013,,Kimberly Anderson
QA-29-EMVO,2013,,Miguel Vasquez
SV-50-XQRG,2013,,Steven Howell
GY-71-QJQX,2013,,Laura Spencer
BZ-96-TCGF,2013,,Kenneth Reyes
ML-77-UPBJ,2013,,Jacob Richardson
PA-45-MPAS,2013,,Mrs. Claudia Baker
MM-17-LPLS,2013,,Gina Escobar
NL-34-ZMVO,2013,,Alex Shea
CO-85-PJUV,2013,,Michael Morris
DE-51-NLOX,2013,,Rebecca Rosario
TN-70-MMAR,2013,,Paul Fletcher
CV-95-KLZN,2013,,Alison Christensen
PK-25-GHNN,2013,,Bryce White
SR-08-NYUX,2013,,Regina Graham
VU-55-VPGD,2013,,Jamie Collins
ST-86-QXXU,2013,,Jared Garcia
MK-26-RPMI,2013,,Kristin Day
LV-27-ZUCY,2013,,Richard Clark
BE-20-QWTQ,2013,,Christine Garcia
TR-68-FMOW,2013,,Michael Nelson
TG-02-IGPD,2013,,Kelly Johnson
AD-42-MNDL,2013,,Melissa Green
BZ-68-YHUE,2013,,James Hill
NI-02-EOKQ,2013,,Lindsey Jones
GQ-31-QASD,2013,,Tina Montgomery
UA-54-OONI,2013,,Brian Cortez
LV-74-HDAN,2013,,Melissa Saunders
JM-29-NRCL,2013,,Brian Russell
JP-86-TNMC,2013,,Cheryl Bailey
LB-95-YDKY,2013,,Robert Mcdonald
CO-50-IEWB,2013,,Mario Gentry
FJ-29-CKSN,2013,,Robert Robinson
HU-29-AADI,2013,,Alejandra Winters
TR-57-FTTI,2013,,Jerome Atkinson
DK-43-OIHE,2013,,Xavier Curtis
HU-04-YHYZ,2013,,Timothy Bradshaw
HU-29-PTVK,2013,,Courtney Green
KW-63-YBAS,2013,,Mark Jordan
KM-93-XBYM,2013,,Cory Rivera
KN-14-FVCJ,2013,,Brenda Rowe
IT-22-PEDI,2013,,Valerie Carter
PE-74-YWMW,2013,,Katherine Johnston
SV-56-RKSO,2013,,Curtis Castillo
PL-02-HSUM,2013,,Dr. Tracy Johnson MD
IL-21-NXNU,2013,,Robert Holt
LV-22-KLCK,2013,,Janet Cross
LV-05-SDQD,2013,,Sherri Benjamin
BE-77-WMCU,2013,,Sabrina Murphy
AG-15-AXPD,2013,,Sheila Graham
MH-82-QUQQ,2013,,Lisa Yoder
KI-46-KMTM,2013,,Ronald Crawford
PE-26-QKES,2013,,David Mccoy
BG-23-MXKP,2013,,Judith Campbell
TL-70-MEAZ,2013,,Jessica Peterson
HU-09-YOMF,2013,,Donald Morris
MU-86-NSQY,2013,,Kyle Vaughn
MZ-05-KSNB,2013,,April Hogan
FR-39-UXNL,2013,,Charles Yates
MH-94-NICB,2013,,Rebecca Ward
UG-10-ZAOH,2013,,Nicholas Luna
UY-44-XVGT,2013,,Erika Banks
NG-05-HXMK,2013,,Michael Cox
LI-60-WOQX,2013,,Alexis Delacruz
GT-92-SZTI,2013,,Aaron Francis
PK-91-BGEQ,2013,,Gail Gray
CZ-29-TDVC,2013,,Francis Yang
KW-92-WXWG,2013,,Crystal Wilson
IL-26-LONT,2013,,David Davis
NE-47-KTQW,2013,,Brandon Wright
UA-48-LSQA,2013,,Crystal Morrison
VE-17-BHJS,2013,,Paula Stewart
KH-50-AIMN,2013,,Sandra Miller
SL-08-MBHF,2013,,Mark Hoover
GW-86-YTJE,2013,,Randy Taylor
NR-37-LBDQ,2013,,Arthur Archer
SC-46-EEDI,2013,,Maria Frazier
SE-82-ZZGF,2013,,Makayla Munoz
AD-79-YSPZ,2013,,Daniel Boyd
TH-41-ZNWM,2013,,Norma Phillips
GH-54-LLPG,2013,,Shawn Underwood
AE-40-YCAI,2013,,Sarah Jenkins
CU-98-EPQF,2013,"Runner-Up of Suarez, Lynch and Morgan Chess Competition, 2013 | ",Jennifer Nielsen
MV-69-PAUV,2013,,Andrea Grant
SZ-77-EHSK,2013,,Jessica James
BJ-13-XTDN,2013,,Timothy Combs
BN-80-KGLB,2013,,James Miller
UA-46-DCPW,2013,,Paula Johnson
FI-41-VHDK,2013,,Anita Martinez
EC-20-XXUI,2013,,Tricia Stewart
SD-13-JWTY,2013,,Nichole Farmer
CU-26-GMMN,2013,,Jeremy Myers
MW-95-LWZC,2013,,Karen Hughes
MW-01-ITZV,2013,,Whitney Eaton
TL-07-MAKC,2013,,Gina Williams
CM-45-YLHD,2013,,Mr. Shawn Koch
AO-18-FTBD,2013,,John Blake
MM-70-AGQY,2013,,Ashley Heath
TM-20-OTQH,2013,,Amanda Johns
AU-61-MMXA,2013,,Heather Ochoa
BF-88-OAVJ,2013,,Sean Moran
DK-82-WVZZ,2013,,Anthony Johnson
SL-59-FQXF,2013,,Peter Daugherty
PK-99-OPMV,2013,,Rebecca Moore
CD-02-ODUL,2013,,John Henry
MR-53-KAJP,2013,,Kyle Marshall
LI-08-UUZW,2013,,Mr. Robert Barton
UA-06-UVKH,2013,,Tina Martinez
AL-40-YJDQ,2013,,Jeffery Graves
AT-05-UEED,2013,,Lisa Henry
SM-24-CANE,2013,,Miss Rebecca Mckinney
KI-87-ZMPR,2013,,Katherine Durham
HR-90-QFCS,2013,,Timothy Warren
JO-56-JMGK,2013,,James Craig
MV-90-WBRM,2013,,Lisa Cruz
GQ-40-UVRW,2013,,Jack Sharp
NZ-33-LNWS,2013,,Nicole Porter
SI-76-PKYV,2013,,Jasmine Cardenas
NA-49-YKOQ,2013,,Gregory Brown
AG-21-SLRC,2013,,Pamela Martin
NL-29-EKUS,2013,,Jason Garcia
BF-35-YGKH,2013,,Carol Diaz DDS
KM-57-HSSD,2013,,Teresa Collins
SR-46-PNHC,2013,,Robert Levine
CI-80-TJEJ,2013,,Brittany Gibbs
CG-37-NPAV,2013,,Nancy Ellison
VE-85-IUOQ,2013,,Sarah Price
CL-99-URGW,2013,,Heather Jimenez
GW-32-XCHV,2013,,Robert Curtis
RS-34-ZREF,2013,,Jennifer Avila
FI-16-HYNO,2013,,Susan Whitehead
CV-17-ZXZF,2013,,Lance Perez
EC-02-XACV,2013,,Traci Kennedy
BJ-54-EVZB,2013,,Cindy Sanders
BS-41-YBDJ,2013,,Robert Rowe
MZ-76-AROZ,2013,,Kimberly Hansen
DZ-06-VVHG,2013,,Caitlin Bradley
KZ-02-OQND,2013,,Eric Lewis
GR-12-UISL,2013,,Gary Williams
TO-48-PXGC,2013,,Jerry Washington
UG-36-ITCE,2013,,Jessica Long
AO-85-FKST,2013,,Michael Martin
HR-88-BWXB,2013,,Jacqueline Ball MD
AF-51-CQRL,2013,,Chad Steele
BN-95-GQTF,2013,,Peggy Moore
UG-89-PTFL,2013,,Charles Wolf
SE-23-XEZR,2013,,John Russell
MZ-73-JMIR,2013,,Patricia Bowman
FJ-38-DFBK,2013,,Cassie Morrison
LI-79-MYVD,2013,,David Holt
UA-74-IGHR,2013,,Duane Hunt DVM
PG-04-WIPE,2013,,Brandon Aguilar
PH-01-UGYN,2013,,Linda Douglas
CO-07-VXWU,2013,,Mrs. Teresa Greene MD
HU-50-YFUY,2013,,Julie Crosby
KI-37-ZJYS,2013,,Angela Meyer
TJ-45-XQUZ,2013,,Cathy Jones
BA-57-HCFZ,2013,,Brett Cox
TT-40-DGEK,2013,,Brianna Bean
SK-12-KOCI,2013,,Andrew Larsen
KG-94-BSUI,2013,,Angela Liu
LA-09-ULQO,2013,,Jennifer Walker
GE-48-EBJN,2013,,Susan Whitney
RU-65-XUNP,2013,,Jay Carter
MT-24-DQVW,2013,,Shawn Perez
TH-96-CSVY,2013,,Shelly Stewart
TM-64-TAKC,2013,,Robert Hill
MA-68-GEID,2013,,Angela Roth
BG-49-DXZZ,2013,,George Mccarthy
MR-13-BSFU,2013,,Shane Fox
HR-18-EYFP,2013,,Logan Hanson
SE-65-GLVV,2013,,Christian Simpson
PS-54-CEHS,2013,,Mr. Daniel Cunningham
NO-05-CKDY,2013,,Valerie Dixon
BH-08-WPVD,2013,,Logan Gonzalez
EG-40-QXUW,2013,,Timothy Johnson
CA-27-NOCK,2013,,Caroline Miller
TD-07-NHFS,2013,,Joshua Wade
AF-97-VZQG,2013,,Hannah Harrison
BN-98-OSRX,2013,,Spencer Mcmahon
GE-19-KBYQ,2013,,Deborah Williams
DE-77-BMRR,2013,,Dale Grimes
UZ-77-IBGD,2013,,Keith Taylor
PA-76-HJXE,2013,,Roger Page
BA-71-MJCD,2013,,Tammy Sanchez
TR-75-AZQH,2013,,Mark Newton
KP-41-IPDM,2013,,Richard Weiss
